,fullname,gender,birth,hand,tourney_spectators,won_matches,lost_matches,country,minutes,rank,year,bp_save_ratio,svpt_won_perc,ace,df_perc,matches,best_season,best_year,best_surface,percent_won
191,Albert Alcaraz Ivorra,M,1995.0,R,4323.333333333333,3,3,ESP,97.16666666666667,471.3333333333333,2016.0,0.6222222222222222,0.6086293567305627,3.3333333333333335,0.04058210496213371,6,Summer,2016.0,Clay,50
192,Albert Montanes,M,1981.0,R,4030.4716981132074,26,27,ESP,91.01960784313725,131.75471698113208,2017.0,0.47418800020840834,0.60939877070897,3.627450980392157,0.05161261000089971,53,Summer,2016.0,Clay,49
193,Albert Ramos,M,1988.0,L,5580.895705521472,168,158,ESP,118.66871165644172,47.03680981595092,2021.0,0.5859728844576995,0.6220609147787592,3.4877300613496933,0.031065488876654012,326,Summer,2019.0,Clay,51
194,Alberta Brianti,F,1980.0,R,3289.1428571428573,22,27,ITA,108.0,474.3673469387755,2017.0,0.38888888888888884,0.521900634576691,0.5,0.027472527472527472,49,Summer,2017.0,Clay,44
195,Alberto Barroso Campos,M,1996.0,R,2244.0,0,1,ESP,95.0,781.0,2021.0,0.25,0.5925925925925926,2.0,0.037037037037037035,1,,,,0
196,Alberto Brizzi,M,1984.0,R,3518.0,3,5,ITA,103.42857142857143,1120.25,2016.0,0.3884353741496599,0.6503718462058906,2.125,0.041865203313974794,8,Summer,2016.0,Clay,37
197,Alberto Emmanuel Alvarado Larin,M,1995.0,U,430.2857142857143,0,7,ESA,93.0,,2020.0,0.5054487179487179,0.47969397973680367,0.75,0.05542883169889623,7,,,,0
198,Alberto Lim,M,1999.0,R,816.8888888888889,3,6,PHI,94.83333333333333,1371.0,2020.0,0.5038780663780663,0.5873835430080786,4.0,0.057528095485390084,9,Winter,2018.0,Hard,33
199,Alberto Romero De Avila Senise,M,1998.0,U,3360.2727272727275,5,6,ESP,85.4,856.5454545454545,2018.0,0.4121212121212121,0.5575300090129031,1.1,0.039998709500317926,11,Summer,2018.0,Hard,45
200,Albina Khabibulina,F,1992.0,R,3201.5425531914893,37,57,UZB,,864.3928571428571,2019.0,,,,,94,Summer,2017.0,Clay,39
201,Aldana Dominguez,F,,U,3027.6666666666665,1,2,ARG,,,2019.0,,,,,3,Summer,2019.0,Clay,33
202,Aldila Sutjiadi,F,1995.0,R,2936.590909090909,93,61,INA,93.76,579.7535211267606,2021.0,0.45801941114441114,0.5648938715262228,1.84,0.0402034077756808,154,Summer,2018.0,Hard,60
203,Aldin Setkic,M,1987.0,R,4008.153846153846,76,106,BIH,97.40350877192982,260.6043956043956,2021.0,0.5704574196003285,0.6324287672812635,6.128654970760234,0.05424005241728694,182,Summer,2018.0,Hard,41
204,Aleah Marrow,F,1991.0,U,3393.1875,3,13,USA,,,2019.0,,,,,16,Winter,2016.0,Hard,18
205,Alec Adamson,M,1995.0,U,5530.333333333333,0,3,USA,85.33333333333333,718.0,2020.0,0.515686274509804,0.4826493159826493,3.6666666666666665,0.11307974641307976,3,,,,0
206,Alec Beckley,M,2001.0,U,2288.6666666666665,1,2,RSA,71.0,,2021.0,0.5518518518518519,0.5375988907919419,2.0,0.08232481978505957,3,Winter,2020.0,Hard,33
207,Alec Deckers,M,2000.0,R,8125.0,0,1,NED,76.0,,2019.0,0.0,0.6071428571428571,0.0,0.03571428571428571,1,,,,0
208,Alejandra Cruz,F,,U,2392.0,0,1,MEX,,,2019.0,,,,,1,,,,0
209,Alejandra Ferrer Rodriguez,F,2002.0,U,3712.0,0,1,ESP,,,2019.0,,,,,1,,,,0
210,Alejandra Gutierrez,F,1997.0,U,3164.6666666666665,3,9,COL,,,2021.0,,,,,12,Summer,2021.0,Hard,25
211,Alejandra Morales,F,1999.0,U,3426.3333333333335,1,2,CHI,,,2016.0,,,,,3,Summer,2016.0,Clay,33
212,Alejandra Obando,F,1994.0,U,199.0,0,5,HON,49.5,,2017.0,0.18253968253968253,0.29473039215686275,0.5,0.13174019607843138,5,,,,0
213,Alejandra Ramirez Botella,F,,U,3169.0,0,1,ESP,,,2020.0,,,,,1,,,,0
214,Alejandro Davidovich Fokina,M,1999.0,R,5499.326923076923,128,80,ESP,99.79310344827586,186.17307692307693,2021.0,0.5527846378958845,0.6148956203071398,2.1970443349753697,0.03808449836247518,208,Summer,2019.0,Clay,61
215,Alejandro Falla,M,1983.0,L,4024.5833333333335,31,41,COL,96.41791044776119,230.29166666666666,2017.0,0.5283241293648533,0.5898644451008335,2.5671641791044775,0.041308361568922536,72,Winter,2016.0,Hard,43
216,Alejandro Gomez,M,1991.0,U,3151.0625,29,35,COL,92.58064516129032,537.234375,2021.0,0.566013986013986,0.6285496961382271,7.125,0.06971789145670793,64,Winter,2018.0,Hard,45
217,Alejandro Gonzalez,M,1989.0,R,4498.181372549019,93,111,COL,100.58152173913044,334.3921568627451,2021.0,0.5158266762156294,0.5901631027276079,2.4308510638297873,0.03250345302277833,204,Summer,2018.0,Hard,45
218,Alejandro Hernandez,M,1978.0,R,4113.0,0,1,MEX,68.0,,2018.0,0.5833333333333334,0.45454545454545453,1.0,0.03636363636363636,1,,,,0
219,Alejandro Hoyos Franco,M,1999.0,U,3794.0,0,1,COL,114.0,1616.0,2017.0,0.6,0.5576923076923077,1.0,0.11538461538461539,1,,,,0
220,Alejandro Mendoza,M,1990.0,R,3162.8947368421054,1,18,BOL,76.82352941176471,1011.6666666666666,2021.0,0.41964144529934005,0.48748398259607423,3.0,0.12032898720760277,19,Summer,2017.0,Clay,5
221,Alejandro Moreno Figueroa,M,1988.0,R,3132.25,0,4,MEX,61.25,1396.75,2016.0,0.5412878787878788,0.45343954644676204,2.5,0.09286522758509176,4,,,,0
222,Alejandro Moro Canas,M,2000.0,U,4446.666666666667,3,3,ESP,92.0,1513.0,2021.0,0.46379870129870127,0.5507871633501885,2.5,0.06347687559872434,6,Summer,2018.0,Clay,50
223,Alejandro Tabilo,M,1997.0,L,5297.956834532374,75,64,CHI,92.64444444444445,262.45588235294116,2021.0,0.5875329096441088,0.6059324930941345,3.818840579710145,0.06019738025724217,139,Summer,2019.0,Clay,53
224,Alejo Vilaro,M,1995.0,U,3422.25,0,4,ARG,110.75,1287.25,2018.0,0.6163744343891403,0.5573243902217127,1.75,0.06812750919849914,4,,,,0
225,Aleksa Cveticanin,F,2000.0,R,4012.0,0,2,AUS,,,2017.0,,,,,2,,,,0
226,Aleksandar Kovacevic,M,1998.0,U,5238.871794871795,16,23,USA,100.39473684210526,688.7142857142857,2021.0,0.6087141272899788,0.6456166686602288,7.538461538461538,0.0479408781650176,39,Winter,2021.0,Hard,41
227,Aleksandar Vukic,M,1996.0,R,4815.021857923497,96,87,AUS,91.25274725274726,364.0,2021.0,0.580214681958868,0.6346261678788225,7.8791208791208796,0.03931139516590267,183,Summer,2018.0,Hard,52
228,Aleksander Orlikowski,M,,U,2767.0,0,1,POL,78.0,1584.0,2021.0,0.3333333333333333,0.4788732394366197,1.0,0.056338028169014086,1,,,,0
229,Aleksander Woznicki,M,1996.0,U,2739.0,0,1,POL,45.0,,2018.0,0.0,0.3939393939393939,0.0,0.030303030303030304,1,,,,0
230,Aleksandr Nedovyesov,M,1987.0,R,4545.45,112,108,KAZ,95.15609756097561,225.58636363636364,2021.0,0.5791993528666323,0.6228757552869778,3.8529411764705883,0.03388584532599127,220,Summer,2016.0,Hard,50
231,Aleksandra Buczynska,F,1997.0,U,3087.681818181818,4,18,POL,,1193.142857142857,2019.0,,,,,22,Summer,2016.0,Clay,18
232,Aleksandra Caricic,F,,U,2882.0,0,1,USA,,,2019.0,,,,,1,,,,0
233,Aleksandra Draganova,F,1998.0,U,3078.625,1,7,BUL,,,2016.0,,,,,8,Summer,2016.0,Clay,12
234,Aleksandra Efremova,F,2000.0,U,2556.25,1,3,BLR,,,2017.0,,,,,4,Winter,2017.0,Hard,25
235,Aleksandra Evdokimova,F,,U,2327.5,0,2,RUS,,,2019.0,,,,,2,,,,0
236,Aleksandra Julia Jelen,F,,R,3008.0,9,13,POL,,,2021.0,,,,,22,Summer,2019.0,Hard,40
237,Aleksandra Karamanoleva,F,1996.0,R,3483.3333333333335,1,2,BUL,,,2017.0,,,,,3,Winter,2017.0,Hard,33
238,Aleksandra Krunic,F,1993.0,R,5367.9838709677415,136,112,SRB,87.0421052631579,120.38306451612904,2021.0,0.5050881229773007,0.5708830168282231,1.9005235602094241,0.03353656607840253,248,Summer,2017.0,Clay,54
239,Aleksandra Kulesza,F,1998.0,U,2843.0,0,1,POL,,,2016.0,,,,,1,,,,0
240,Aleksandra Kulik,F,1999.0,U,3453.7619047619046,10,11,RUS,,894.75,2018.0,,,,,21,Winter,2017.0,Clay,47
241,Aleksandra Kuznetsova,F,1999.0,U,3168.8571428571427,4,24,RUS,,,2021.0,,,,,28,Summer,2021.0,Clay,14
242,Aleksandra Melnikova,F,,U,3334.8333333333335,2,4,RUS,,,2021.0,,,,,6,Winter,2021.0,Hard,33
243,Aleksandra Pitak,F,2001.0,U,3270.6197183098593,31,40,GBR,,888.1081081081081,2020.0,,,,,71,Summer,2019.0,Hard,43
244,Aleksandra Pospelova,F,1998.0,U,3396.5,77,63,RUS,,853.198275862069,2021.0,,,,,140,Summer,2016.0,Clay,55
245,Aleksandra Rojek,F,1998.0,U,3611.0,0,2,POL,,,2016.0,,,,,2,,,,0
246,Aleksandra Stankovic,F,1988.0,U,3241.5,0,4,SWE,,,2018.0,,,,,4,,,,0
247,Aleksandra Stosic,F,1997.0,U,3361.3,1,9,SRB,,,2018.0,,,,,10,Summer,2018.0,Clay,10
248,Aleksandra Stromova,F,2000.0,U,2631.0,0,1,RUS,,,2018.0,,,,,1,,,,0
249,Aleksandra Topalovic,F,,R,2696.5,0,2,GBR,,,2019.0,,,,,2,,,,0
250,Aleksandra Vostrikova,F,1997.0,U,3199.1052631578946,19,19,RUS,,966.4473684210526,2017.0,,,,,38,Summer,2016.0,Clay,50
251,Aleksandra Wierzbowska,F,,U,2838.125,4,4,POL,,,2021.0,,,,,8,Summer,2021.0,Hard,50
252,Aleksandra Wozniak,F,1987.0,R,4086.1,34,36,CAN,83.92857142857143,416.77142857142854,2018.0,0.4856292517006803,0.46324112122966427,0.35714285714285715,0.09064734543238909,70,Summer,2017.0,Hard,48
253,Aleksandra Zlatarova,F,,U,3072.095238095238,9,12,BUL,,,2021.0,,,,,21,Summer,2021.0,Clay,42
254,Aleksandre Metreveli,M,1993.0,R,3880.4375,11,21,GEO,84.75862068965517,479.37931034482756,2021.0,0.42099854877632653,0.5531615744549406,1.5517241379310345,0.058935283852649144,32,Summer,2019.0,Clay,34
255,Aleksandrina Naydenova,F,1992.0,R,3523.944162436548,103,94,BUL,93.24242424242425,355.47715736040607,2019.0,0.5432962272323376,0.5143275848634505,2.757575757575758,0.08473989711328976,197,Summer,2019.0,Hard,52
256,Aleksei Khomich,M,1996.0,U,3661.0,0,1,BLR,47.0,2092.0,2016.0,0.3333333333333333,0.2777777777777778,0.0,0.08333333333333333,1,,,,0
257,Aleksi Lofman,M,2001.0,U,7374.0,0,2,FIN,50.5,,2019.0,0.35,0.5092489826119126,2.5,0.07695153533111357,2,,,,0
258,Alen Avidzba,M,2000.0,R,4288.882352941177,19,32,RUS,100.0,573.5294117647059,2020.0,0.5373053816931367,0.6112186196451571,4.54,0.05180081401259612,51,Summer,2018.0,Clay,37
259,Alen Rogic Hadzalic,M,1997.0,R,3187.0,0,1,CRO,48.0,,2016.0,0.42857142857142855,0.4883720930232558,5.0,0.18604651162790697,1,,,,0
260,Alena Bairasheuskaya,F,2000.0,U,3226.375,1,7,BLR,,,2021.0,,,,,8,Summer,2021.0,Clay,12
261,Alena Fomina,F,1989.0,R,3043.406779661017,57,61,UKR,114.0,721.042372881356,2021.0,0.625,0.5288461538461539,1.0,0.10576923076923077,118,Winter,2017.0,Clay,48
262,Alena Kasatkina,F,,U,2871.0,0,1,RUS,,,2019.0,,,,,1,,,,0
263,Alena Kubanova,F,2001.0,U,3270.0,0,1,RUS,,,2019.0,,,,,1,,,,0
264,Alena Nikishina,F,2001.0,U,2972.0,1,2,RUS,,,2018.0,,,,,3,Summer,2018.0,Hard,33
265,Alena Tarasova,F,1995.0,R,3398.8596491228072,25,32,RUS,,420.4736842105263,2018.0,,,,,57,Summer,2016.0,Clay,43
266,Alena Weiss,F,1997.0,U,3088.5833333333335,1,11,AUT,,1270.5,2017.0,,,,,12,Summer,2016.0,Clay,8
267,Alena Yurchenko,F,1999.0,R,3424.0,0,5,RUS,,,2018.0,,,,,5,,,,0
268,Alessa Maier,F,,U,2997.0,0,1,GER,,,2019.0,,,,,1,,,,0
269,Alessandra Amodeo,F,1997.0,U,2775.5,0,2,ITA,,,2016.0,,,,,2,,,,0
270,Alessandra Caceres,F,,U,2774.0,1,1,CHI,,,2019.0,,,,,2,Summer,2019.0,Clay,50
271,Alessandra Crump,F,2000.0,U,3350.1739130434785,2,21,USA,,,2021.0,,,,,23,Summer,2019.0,Clay,8
272,Alessandra Gisonna,F,1996.0,R,3188.4117647058824,8,9,ITA,,1131.0,2016.0,,,,,17,Summer,2016.0,Clay,47
273,Alessandra Mazzola,F,1999.0,U,3168.9583333333335,11,13,ITA,,,2021.0,,,,,24,Summer,2020.0,Clay,45
274,Alessandra Mecchi De Oliveira Silva,F,1998.0,U,3314.25,1,3,BRA,,,2019.0,,,,,4,Summer,2017.0,Hard,25
275,Alessandra Pennesi,F,1989.0,R,2992.0,0,1,VEN,,,2021.0,,,,,1,,,,0
276,Alessandra Pezzulla,F,,U,3040.6666666666665,1,5,ITA,,,2019.0,,,,,6,Summer,2019.0,Clay,16
277,Alessandra Polese,F,1995.0,U,4218.0,0,1,ITA,,,2016.0,,,,,1,,,,0
278,Alessandra Simone,F,2003.0,U,3038.9189189189187,15,22,ITA,,1290.4736842105262,2021.0,,,,,37,Summer,2019.0,Clay,40
279,Alessandra Teodosescu,F,,U,3312.0,0,1,ITA,,,2020.0,,,,,1,,,,0
280,Alessandro Bega,M,1991.0,R,4107.806666666666,56,94,ITA,88.00680272108843,335.5133333333333,2021.0,0.520337322886665,0.5789650355174016,1.5436241610738255,0.038554056904903884,150,Summer,2019.0,Hard,37
281,Alessandro Ceppellini,M,1996.0,R,3445.3333333333335,0,3,ITA,60.0,1298.0,2018.0,0.35497835497835495,0.4884457737897419,2.3333333333333335,0.05322366234629445,3,,,,0
282,Alessandro Coppini,M,1998.0,U,3692.8,0,5,ITA,82.8,,2018.0,0.37027777777777776,0.47068397429750464,3.4,0.07902908382766656,5,,,,0
283,Alessandro Cortegiani,M,1996.0,R,3286.0,0,2,ITA,63.5,1722.5,2016.0,0.4675324675324675,0.36882829771554904,0.0,0.07737656595431097,2,,,,0
284,Alessandro Damiano Ventre,M,1985.0,U,4092.0,1,1,BRA,68.5,,2018.0,0.47619047619047616,0.5879284649776453,4.0,0.06184798807749628,2,Winter,2018.0,Hard,50
285,Alessandro Giannessi,M,1990.0,L,4869.750809061488,166,143,ITA,107.45017182130584,163.63754045307442,2021.0,0.5498793499520997,0.6059220394204249,2.6177474402730376,0.043122785612860405,309,Summer,2016.0,Clay,53
286,Alessandro Ingarao,M,1999.0,U,2871.0,0,1,ITA,92.0,,2018.0,0.7692307692307693,0.5569620253164557,0.0,0.06329113924050633,1,,,,0
287,Alessandro Luisi,M,1989.0,R,2728.0,1,2,ITA,80.5,917.6666666666666,2017.0,0.625,0.5478801169590644,2.0,0.031432748538011694,3,Summer,2017.0,Clay,33
288,Alessandro Motti,M,1979.0,L,3227.0,1,3,ITA,68.0,,2021.0,0.4051226551226551,0.5595701600312256,3.75,0.06617632708821233,4,Winter,2016.0,Hard,25
289,Alessandro Petrone,M,1990.0,R,3278.8,7,13,ITA,99.45,855.55,2018.0,0.5852363975893387,0.5739819875073968,2.35,0.03488834943422716,20,Summer,2016.0,Clay,35
290,Alessandro Procopio,M,1997.0,U,2932.0,0,1,ITA,66.0,,2017.0,0.2,0.5111111111111111,0.0,0.022222222222222223,1,,,,0
291,Alessandro Ragazzi,M,1996.0,U,2719.0,0,1,ITA,144.0,,2016.0,0.7,0.6,4.0,0.041666666666666664,1,,,,0
292,Alessia Beatrice Ciuca,F,2001.0,U,2989.2105263157896,10,9,ROU,,,2021.0,,,,,19,Summer,2019.0,Clay,52
293,Alessia Bianchi,F,1990.0,U,3579.8,0,5,ITA,,,2018.0,,,,,5,,,,0
294,Alessia Camerano,F,,U,3395.0,1,1,ITA,,,2021.0,,,,,2,Summer,2021.0,Clay,50
295,Alessia Dario,F,1998.0,U,2781.0,3,9,ITA,,1190.0,2017.0,,,,,12,Summer,2016.0,Clay,25
296,Alessia Dauria,F,1998.0,R,3086.0,0,1,ITA,,,2017.0,,,,,1,,,,0
297,Alessia Di Pietro,F,1998.0,U,2879.6666666666665,3,9,ITA,,1211.5,2017.0,,,,,12,Summer,2017.0,Clay,25
298,Alessia Maria Meriseanu,F,,U,2665.0,0,2,ROU,,,2019.0,,,,,2,,,,0
299,Alessia Martinez,F,,U,2982.0,3,1,PER,,,2019.0,,,,,4,Summer,2019.0,Clay,75
300,Alessia Piccoliori,F,,U,2985.25,1,3,ITA,,,2020.0,,,,,4,Winter,2020.0,Hard,25
301,Alessia Piran,F,1992.0,U,2967.0,7,8,ITA,,1148.4285714285713,2017.0,,,,,15,Summer,2016.0,Clay,46
302,Alessia Tagliente,F,2002.0,U,3118.6666666666665,6,21,ITA,,,2021.0,,,,,27,Summer,2019.0,Clay,22
303,Alessia Tripaldelli,F,,U,3359.0,0,1,ITA,,,2019.0,,,,,1,,,,0
304,Alessia Truden,F,2000.0,U,3612.8,2,8,ITA,,,2019.0,,,,,10,Winter,2018.0,Carpet,20
305,Alessio De Bernardis,M,2000.0,U,2854.0,0,1,ITA,94.0,,2021.0,0.4166666666666667,0.4166666666666667,0.0,0.06666666666666667,1,,,,0
306,Alesya Yakubovich,F,2001.0,U,3148.785714285714,4,10,BLR,,,2019.0,,,,,14,Summer,2019.0,Clay,28
307,Alex Blumenberg,M,1992.0,U,2673.5,2,2,BRA,85.5,1030.0,2016.0,0.7798076923076923,0.6130744255744256,2.25,0.10205419580419581,4,Summer,2016.0,Clay,50
308,Alex Bolt,M,1993.0,L,5370.868995633188,130,99,AUS,92.05,229.9170305676856,2021.0,0.6270003521199693,0.6518816148690448,7.429223744292237,0.03455158999890203,229,Winter,2017.0,Hard,56
309,Alex Brenner,M,1995.0,U,4092.0,0,1,USA,87.0,,2018.0,0.625,0.5714285714285714,2.0,0.04285714285714286,1,,,,0
310,Alex De Minaur,M,1999.0,R,5159.363970588235,164,108,AUS,107.9245283018868,128.64705882352942,2021.0,0.575788098468439,0.6400987544886731,3.6390977443609023,0.035657837598305965,272,Summer,2018.0,Hard,60
311,Alex Diaz,M,1998.0,U,469.0,0,2,PUR,75.5,,2018.0,0.5357142857142857,0.49924242424242427,1.0,0.03686868686868687,2,,,,0
312,Alex Fairbanks,M,1996.0,R,234.0,0,1,SRI,68.0,,2018.0,0.16666666666666666,0.4897959183673469,2.0,0.14285714285714285,1,,,,0
313,Alex Knaff,M,1998.0,U,295.0,0,2,LUX,97.5,,2016.0,0.5056818181818181,0.5352941176470588,1.5,0.09215686274509804,2,,,,0
314,Alex Kobelt,M,1997.0,U,4467.5,0,6,USA,88.0,1863.5,2019.0,0.5111111111111111,0.5641467611855961,8.166666666666666,0.08813286292334388,6,,,,0
315,Alex Kuznetsov,M,1987.0,R,4277.724137931034,19,10,USA,112.82142857142857,345.0,2016.0,0.6161178107606679,0.6506755012026232,6.714285714285714,0.01971854709486354,29,Summer,2016.0,Hard,65
316,Alex Lawson,M,1994.0,L,3255.5,3,15,USA,79.3529411764706,,2021.0,0.4535883506471742,0.562199104916061,4.5,0.06807135691469123,18,Winter,2017.0,Hard,16
317,Alex Marti Pujolras,M,1999.0,U,2579.1666666666665,3,3,ESP,112.33333333333333,758.1666666666666,2021.0,0.40707070707070714,0.5564110058991866,2.1666666666666665,0.03268508768719828,6,Winter,2021.0,Clay,50
318,Alex Molcan,M,1997.0,L,4632.341935483871,91,64,SVK,98.37662337662337,335.96774193548384,2021.0,0.555290848745338,0.6059379883493006,2.5935483870967744,0.04505976643188947,155,Summer,2021.0,Clay,58
319,Alex Rybakov,M,1997.0,U,4225.676923076923,32,33,USA,96.76923076923077,539.6,2021.0,0.5612836117745305,0.6499126161531164,4.203125,0.02877112618323568,65,Summer,2017.0,Hard,49
320,Alexa Bortles,F,1998.0,U,3028.5,0,2,USA,,,2016.0,,,,,2,,,,0
321,Alexa Glatch,F,1989.0,R,3735.875,38,42,USA,85.9375,409.13235294117646,2021.0,0.5290192446442447,0.5326993501292735,2.0,0.03272680226741745,80,Summer,2019.0,Hard,47
322,Alexa Graham,F,1998.0,R,3176.396226415094,30,23,USA,,837.9622641509434,2021.0,,,,,53,Summer,2016.0,Hard,56
323,Alexa Guarachi,F,1991.0,U,3424.0246913580245,34,47,USA,90.31818181818181,515.2602739726027,2021.0,0.48189203141356246,0.5030031457333911,2.0454545454545454,0.06943765743214804,81,Winter,2017.0,Clay,41
324,Alexa Noel,F,2002.0,U,2924.6470588235293,20,14,USA,77.0,1033.3684210526317,2020.0,0.3333333333333333,0.5084745762711864,0.0,0.05084745762711865,34,Winter,2019.0,Hard,58
325,Alexa Pirok,F,1996.0,R,3217.9555555555557,34,56,HUN,,1057.3283582089553,2020.0,,,,,90,Winter,2017.0,Clay,37
326,Alexa Pitt,F,1993.0,R,3029.5757575757575,12,21,USA,,1154.8,2021.0,,,,,33,Summer,2019.0,Clay,36
327,Alexa Ryngler,F,2001.0,U,3211.7894736842104,5,14,USA,,856.7,2019.0,,,,,19,Summer,2017.0,Hard,26
328,Alexandar Lazarov,M,1993.0,U,3401.490909090909,26,29,BUL,86.2156862745098,466.38775510204084,2021.0,0.5778181754143292,0.6003169149200004,3.6792452830188678,0.05378857221716276,55,Summer,2017.0,Clay,47
329,Alexander Babanine,M,1994.0,R,3236.1176470588234,7,10,AUS,101.3125,1659.0588235294117,2018.0,0.5024567752508929,0.6019895230006759,2.411764705882353,0.03662477705297462,17,Winter,2017.0,Hard,41
330,Alexander Boborykin,M,1996.0,U,3824.0,0,1,RUS,103.0,930.0,2016.0,0.5,0.5555555555555556,3.0,0.027777777777777776,1,,,,0
331,Alexander Brown,M,1998.0,U,4755.375,7,9,USA,79.26666666666667,1410.8666666666666,2020.0,0.567517006802721,0.6728011435096569,8.0,0.05717917023698986,16,Winter,2019.0,Hard,43
332,Alexander Bublik,M,1997.0,R,5303.292682926829,186,142,KAZ,89.78913738019169,139.45731707317074,2021.0,0.5850751343935329,0.6278782356921605,10.566878980891719,0.08321191685973744,328,Winter,2017.0,Hard,56
333,Alexander Bury,M,1987.0,R,3241.2,12,18,BLR,68.10344827586206,1451.952380952381,2018.0,0.51381139436695,0.6067743988249269,5.172413793103448,0.04142148586622645,30,Summer,2017.0,Hard,40
334,Alexander Cozbinov,M,1995.0,R,4330.090909090909,2,9,MDA,92.63636363636364,969.4,2021.0,0.5304743867243867,0.5516934465768285,2.5454545454545454,0.07190733084852707,11,Summer,2020.0,Hard,18
335,Alexander Crnokrak,M,2000.0,R,6498.642857142857,5,9,AUS,85.21428571428571,1161.8333333333333,2020.0,0.4846549914731733,0.6252647352215357,6.857142857142857,0.06416288830702231,14,Winter,2018.0,Hard,35
336,Alexander Day,M,1995.0,U,3180.0,0,2,CAN,87.5,1248.5,2018.0,0.5710227272727273,0.49078341013824883,1.0,0.09318996415770608,2,,,,0
337,Alexander Donski,M,1998.0,R,2404.0,1,3,CAN,97.33333333333333,827.5,2021.0,0.5722943722943722,0.548481233484697,5.666666666666667,0.05330354165063239,4,Winter,2020.0,Hard,25
338,Alexander Erler,M,1997.0,U,4037.705882352941,15,19,AUT,100.21875,454.02941176470586,2021.0,0.5639214069716915,0.6156363192631484,6.5,0.05676449490642245,34,Summer,2021.0,Clay,44
339,Alexander Gornet,M,1994.0,U,3488.0,0,1,USA,57.0,,2016.0,0.375,0.35714285714285715,1.0,0.09523809523809523,1,,,,0
340,Alexander Knight,M,1996.0,U,3127.0,0,1,USA,63.0,1561.0,2018.0,0.5833333333333334,0.46551724137931033,4.0,0.08620689655172414,1,,,,0
341,Alexander Kudryavtsev,M,1985.0,R,4239.506024096386,36,47,RUS,86.63013698630137,201.9879518072289,2017.0,0.5690627857507653,0.6161191549610395,5.837837837837838,0.03774930901336705,83,Summer,2016.0,Hard,43
342,Alexander Lebedev,M,1997.0,U,7784.5,0,4,USA,113.75,,2019.0,0.51875,0.5796224758560141,3.25,0.0376832748024583,4,,,,0
343,Alexander Lobkov,M,1990.0,R,3017.1,3,7,RUS,88.7,851.5714285714286,2017.0,0.6229806468041762,0.5849669976437055,5.4,0.05241329653994246,10,Summer,2016.0,Hard,30
344,Alexander Mannapov,M,1995.0,R,4518.0,1,1,GER,74.5,1878.0,2017.0,0.6666666666666666,0.5476190476190477,0.5,0.06593406593406594,2,Summer,2017.0,Clay,50
345,Alexander Merino,M,1992.0,L,2591.6,1,4,PER,64.4,1454.2,2018.0,0.6115884115884116,0.5224174187006667,1.2,0.0653334219630857,5,Summer,2017.0,Clay,20
346,Alexander Ovcharov,M,1998.0,R,2600.5,1,3,RUS,63.5,1294.75,2016.0,0.4861111111111111,0.4833536205784922,2.0,0.03289535116387647,4,Summer,2016.0,Clay,25
347,Alexander Pavlioutchenkov,M,1985.0,R,3589.6666666666665,0,6,RUS,66.83333333333333,1583.75,2018.0,0.3616402116402116,0.5320528232350699,2.1666666666666665,0.08604460477987579,6,,,,0
348,Alexander Perfilov,M,1985.0,R,3824.0,0,1,RUS,78.0,901.0,2016.0,0.5454545454545454,0.484375,0.0,0.09375,1,,,,0
349,Alexander Ritschard,M,1994.0,R,4682.366666666667,45,45,SUI,102.53932584269663,445.1,2021.0,0.5839653928134321,0.5968370901278471,4.266666666666667,0.048659356667462815,90,Summer,2019.0,Hard,50
350,Alexander Sarkissian,M,1990.0,R,4231.347150259067,92,101,USA,90.08064516129032,282.0259067357513,2021.0,0.5668059622038861,0.625862720746638,5.684782608695652,0.04133863024754172,193,Summer,2018.0,Hard,47
351,Alexander Shevchenko,M,2000.0,U,3164.6363636363635,8,3,RUS,96.63636363636364,403.8181818181818,2021.0,0.5763492063492064,0.6244808225014088,3.3636363636363638,0.03728279651091359,11,Summer,2021.0,Clay,72
352,Alexander Vasilenko,M,1995.0,R,3045.4545454545455,12,10,RUS,101.31818181818181,580.0,2019.0,0.5585768398268398,0.6251406915212204,3.227272727272727,0.060461539729222295,22,Winter,2016.0,Hard,54
353,Alexander Ward,M,1990.0,U,4063.6478873239435,33,38,GBR,94.10606060606061,406.5633802816901,2018.0,0.5696603396603396,0.6125004796424105,4.803030303030303,0.05091275617581424,71,Summer,2017.0,Hard,46
354,Alexander Weis,M,1997.0,U,2628.0,2,3,ITA,80.4,1126.8,2018.0,0.36666666666666664,0.5578899127218455,2.8,0.04319051945102365,5,Summer,2017.0,Clay,40
355,Alexander Wolfschmidt,M,2000.0,U,3539.0,0,1,GER,50.0,,2016.0,0.5384615384615384,0.38333333333333336,0.0,0.05,1,,,,0
356,Alexander Zederbauer,M,2001.0,U,4946.5,0,2,ECU,69.0,,2020.0,0.5476190476190476,0.5140172029308696,2.0,0.05543166613571201,2,,,,0
357,Alexander Zhurbin,M,1992.0,U,4167.131578947368,29,47,RUS,83.57333333333334,570.3333333333334,2021.0,0.508990505868024,0.5727681359159159,2.973333333333333,0.04163440089286036,76,Summer,2019.0,Clay,38
358,Alexander Zverev,M,1997.0,R,6768.669312169312,267,111,GER,114.97275204359673,13.716931216931217,2021.0,0.5938704100726805,0.6681871881295307,8.69811320754717,0.05196928983680673,378,Summer,2018.0,Hard,70
